mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,spectral_rolloff_mean,spectral_rolloff_std,rms_energy_mean,rms_energy_std,zero_crossing_rate_mean,zero_crossing_rate_std,spectral_centroid_mean,spectral_centroid_std,chroma_mean,chroma_std,spectral_bandwidth_mean,spectral_bandwidth_std,filename,member,phrase,augmentation,is_authorized
-467.64605712890625,129.22250366210938,96.7162857055664,36.1906623840332,10.180025100708008,25.776914596557617,40.964778900146484,25.215673446655273,-9.067540168762207,19.729164123535156,17.380300521850586,14.506507873535156,0.3887774348258972,11.14061164855957,5.593434810638428,7.481424808502197,-6.585350036621094,7.6631340980529785,7.763116359710693,9.101761817932129,-9.719858169555664,10.681148529052734,6.66110372543335,12.558666229248047,-8.270812034606934,6.630723476409912,10289.98161764706,3400.875332470427,0.011921368,0.014736596,0.10354626225490196,0.07808745433350696,4613.914328620488,1690.4201798970948,0.5355905294418335,0.28564825654029846,4866.108296142774,844.1634652481803,"Jade-Yes,Approve_Jade-Yes,Approve_pitch_up.wav","Jade-Yes,Approve","Jade-Yes,Approve",pitch_up,1
-476.57318115234375,129.0053253173828,106.03094482421875,36.95798873901367,1.2482051849365234,28.13172149658203,49.81880187988281,27.983163833618164,-11.567861557006836,20.773618698120117,18.334386825561523,13.502065658569336,-0.9166083931922913,11.577113151550293,10.00243091583252,6.574694633483887,-9.964038848876953,8.966336250305176,8.403022766113281,7.325011253356934,-8.42631721496582,8.713088035583496,2.6569931507110596,9.063674926757812,-3.6759111881256104,9.574503898620605,9401.422464622641,3061.0514556544804,0.010526498,0.0127238445,0.09756642467570754,0.07087695142911556,4197.981800438072,1485.3484696675785,0.5514630675315857,0.2854761779308319,4439.145699292079,837.7318738242603,"Jade-Yes,Approve_Jade-Yes,Approve_faster.wav","Jade-Yes,Approve","Jade-Yes,Approve",faster,1
-304.1173866997741,51.68521029889424,34.64935953258852,34.888702129716215,17.212799841580164,20.160329434295416,19.33120034577561,20.3659461515405,5.261297674654662,11.091402991915789,4.616402348759959,7.393596553563316,5.289414188926331,7.783838044674437,1.6636416910578846,6.121553051287373,0.80762448889885,5.93552324621398,2.3664145891821873,5.333512050034535,-0.7953354464501686,5.677434306228867,-0.8207977141909512,7.807084422141275,-1.5998619780165386,6.58211728496303,18059.375,2946.5662558150784,0.02124338,0.02272608,0.2989583333333333,0.17796576571178643,9389.617262303647,2503.229170346364,0.6406178656769413,0.2796723241464005,6988.994668818557,688.5318008276062,"Jade-Yes,Approve_Jade-Yes,Approve_noise.wav","Jade-Yes,Approve","Jade-Yes,Approve",noise,1
-471.8815612792969,127.36402130126953,105.76841735839844,37.819252014160156,4.611485004425049,28.86920738220215,47.00611877441406,28.134246826171875,-9.062712669372559,19.45132827758789,18.001792907714844,13.0122709274292,0.7919428944587708,10.861706733703613,9.859662055969238,7.019378662109375,-7.609910011291504,8.865071296691895,8.619032859802246,7.495654582977295,-6.526281833648682,8.450782775878906,3.0460188388824463,8.674776077270508,-4.062208652496338,9.011699676513672,9008.73161764706,3448.4312764319693,0.013404495,0.016815545,0.08680683210784314,0.06949405218555649,4019.654552714483,1648.433927751036,0.5610559582710266,0.28708213567733765,4319.5836226143365,971.6363519953886,"Jade-Yes,Approve_Jade-Yes,Approve_volume_low.wav","Jade-Yes,Approve","Jade-Yes,Approve",volume_low,1
-465.7681579589844,114.88005065917969,134.71865844726562,60.81442642211914,11.103388786315918,36.206783294677734,10.143205642700195,20.052560806274414,0.05534842237830162,15.422586441040039,-0.4790075123310089,13.970158576965332,-2.098592519760132,10.327573776245117,2.1059510707855225,10.57197093963623,-7.970278263092041,12.388518333435059,-5.192022800445557,10.822627067565918,2.1286981105804443,7.814416408538818,-4.229592323303223,8.080866813659668,-3.623427152633667,5.741580009460449,4176.506916996047,4046.4512220026836,0.021891126,0.026454141,0.04566684165019763,0.05525753143538306,2303.287270480228,2096.7995132099995,0.4616393744945526,0.318578839302063,3004.2944598405593,1514.295029170983,liliane confirm transaction_liliane confirm transaction_pitch_up.wav,liliane confirm transaction,liliane confirm transaction,pitch_up,1
-477.7717590332031,116.77189636230469,142.66944885253906,62.321285247802734,12.357868194580078,37.9992790222168,13.078893661499023,19.875642776489258,2.0503172874450684,16.179805755615234,0.8356122374534607,15.416940689086914,-3.0851354598999023,9.618429183959961,3.860110282897949,9.616366386413574,-3.226466655731201,10.558697700500488,-8.839691162109375,13.25108814239502,0.1787564903497696,6.364089012145996,-0.9601815938949585,6.693981647491455,-6.014338970184326,7.788086414337158,3748.6670616113743,3760.0001290703935,0.023368167,0.027726537,0.041566387736966824,0.050803491309249035,2030.5734894663094,1834.3715507419963,0.47331079840660095,0.315710186958313,2734.880263218462,1479.8861732707815,liliane confirm transaction_liliane confirm transaction_faster.wav,liliane confirm transaction,liliane confirm transaction,faster,1
-297.6513806500547,53.19799095291834,50.72834887233417,44.901201576477035,19.47893509822619,27.022575308662372,10.32322507967527,13.595152566057688,4.163528340513125,12.764274205204302,0.2955571156468196,10.361941068594604,0.08506223177734905,7.0030964586595,-0.48099312316277865,7.805469841483516,-2.2455746105208116,9.57176609716611,-4.576511909588753,9.063235669372204,-3.1570790751506967,6.39514220670284,-1.0071653274390706,6.782140255563995,-1.7629964370468767,5.701271968628694,16954.020503952568,4302.76023245391,0.032305066,0.036779474,0.2561797492588933,0.18722433772701147,8477.089091515676,3198.401678913451,0.5900882421226955,0.3119973021872312,6946.794196333298,687.9091820311422,liliane confirm transaction_liliane confirm transaction_noise.wav,liliane confirm transaction,liliane confirm transaction,noise,1
-474.53759765625,111.73539733886719,139.0928497314453,62.00008773803711,14.347990036010742,38.231529235839844,10.757972717285156,19.034006118774414,2.592212677001953,15.132097244262695,0.7930002808570862,14.92728042602539,-3.1287248134613037,9.141916275024414,3.119584798812866,9.533056259155273,-3.611083507537842,11.041407585144043,-8.047755241394043,13.077932357788086,0.6817141175270081,5.679910659790039,-1.027234673500061,7.536076068878174,-5.314350605010986,8.156600952148438,3505.8053359683795,3452.749127088566,0.021316826,0.026579851,0.034990272974308304,0.03870321019204323,1944.4781937182627,1756.3547053973077,0.48189201951026917,0.3183201253414154,2633.600154167457,1404.9932608088684,liliane confirm transaction_liliane confirm transaction_volume_low.wav,liliane confirm transaction,liliane confirm transaction,volume_low,1
-485.5710144042969,133.80455017089844,78.19810485839844,69.14482879638672,22.086252212524414,21.0296630859375,19.418228149414062,17.135908126831055,7.06080961227417,10.64260482788086,5.893438339233398,11.637466430664062,0.17385293543338776,10.590154647827148,4.123536586761475,7.120001792907715,-1.8426977396011353,8.055334091186523,-0.6911882162094116,8.184267044067383,-1.074894905090332,6.610381126403809,-3.8100688457489014,8.778656005859375,-1.5479061603546143,5.9363484382629395,6556.465955284553,3780.1913104045248,0.030879263,0.05874457,0.05576595316734417,0.06425379179056334,3105.606135324549,1956.2765263096787,0.523919403553009,0.29480668902397156,4099.293129541987,1480.7655517953228,liliane yes approve_liliane yes approve_pitch_up.wav,liliane yes approve,liliane yes approve,pitch_up,1
-479.5733947753906,125.08275604248047,74.02545166015625,70.50679016113281,20.591999053955078,21.172317504882812,20.385128021240234,18.37720489501953,8.340675354003906,10.107892990112305,7.052701950073242,10.496611595153809,0.05361530929803848,11.62858772277832,3.475323438644409,6.927353858947754,-0.3308158218860626,7.7259440422058105,-1.6351439952850342,8.183640480041504,0.2216688096523285,6.763948440551758,-2.377469301223755,7.081276893615723,-3.0624587535858154,7.686227798461914,6112.606881107492,3526.5740215055985,0.027248768,0.051754467,0.050463151465798044,0.05280104303118661,2896.845582377122,1812.8285865533153,0.5461513996124268,0.28968942165374756,3850.7116743090833,1402.3203820330855,liliane yes approve_liliane yes approve_faster.wav,liliane yes approve,liliane yes approve,faster,1
-311.34721510241116,70.88153119355964,33.416050828167805,58.510067584124926,12.550103371887017,21.93584622684385,9.67076891329142,16.58701518644225,4.587383335113227,9.347977415642431,2.99410616992653,9.374137308018248,1.4378939167285398,8.688219349920654,1.0526988132319448,6.6623979949395125,0.2137874391905071,6.33696216301117,-0.5024217698036262,6.402909758937536,0.15842184352041955,6.079995569276274,-1.2224275577944883,7.202138171187375,-2.157644227425098,7.091376846850946,16822.662601626016,6188.460844207004,0.04671286,0.08274992,0.3545583502710027,0.19715536639558348,9478.29607213848,3767.7555904847077,0.7073257896565569,0.2512456898276376,6579.188630670905,927.1831447700134,liliane yes approve_liliane yes approve_noise.wav,liliane yes approve,liliane yes approve,noise,1
-489.19976806640625,128.25567626953125,78.23656463623047,69.12646484375,23.142074584960938,23.14926528930664,21.07149887084961,18.36359405517578,8.053960800170898,10.801350593566895,7.54441499710083,11.259757041931152,0.2392275482416153,12.164045333862305,4.487188339233398,6.627559661865234,0.3266056478023529,7.8104963302612305,-1.2176188230514526,8.787358283996582,0.5279299020767212,6.669714450836182,-2.2367119789123535,6.971237659454346,-3.2756857872009277,8.440770149230957,5896.150914634146,3490.092430931239,0.030586936,0.058962874,0.04391752413617886,0.0402947142425832,2790.5732710250586,1758.1879766261802,0.5595041513442993,0.28865525126457214,3764.1942467822814,1462.2726139235692,liliane yes approve_liliane yes approve_volume_low.wav,liliane yes approve,liliane yes approve,volume_low,1
-478.3702697753906,95.34797668457031,138.0189971923828,56.79471206665039,14.520559310913086,43.18143844604492,54.78477096557617,47.09419250488281,-38.31905746459961,26.902624130249023,4.731925964355469,17.099836349487305,19.51382827758789,11.215790748596191,-26.13780975341797,18.346830368041992,2.2899582386016846,11.83448600769043,-13.33837604522705,10.994566917419434,2.821012496948242,14.433192253112793,3.4293932914733887,10.355185508728027,-22.533355712890625,10.126644134521484,5143.084490740741,4141.832683351009,0.022502832,0.01746922,0.10428120177469136,0.12154081821465434,3006.322001454752,2551.0347734037473,0.3726508915424347,0.3265534043312073,2629.657757814248,1114.3788082886674,pauline confirm transaction_pauline confirm transaction_pitch_up.wav,pauline confirm transaction,pauline confirm transaction,pitch_up,1
-472.73785400390625,89.7727279663086,131.62112426757812,54.14080047607422,20.041841506958008,48.75961685180664,58.90110397338867,42.94192123413086,-22.472455978393555,24.68085289001465,-9.337667465209961,13.931167602539062,26.721054077148438,19.13370132446289,-19.586381912231445,17.04925537109375,-4.90146541595459,12.625258445739746,-8.427751541137695,10.991080284118652,-10.026238441467285,7.744731426239014,12.47407341003418,16.666601181030273,-13.462713241577148,9.279500007629395,4767.013888888889,3868.6609107021254,0.02666431,0.021937544,0.08587962962962963,0.09941593225269241,2680.747756169396,2314.0518567651293,0.3757067918777466,0.32898011803627014,2428.6423783601667,1179.5384701827368,pauline confirm transaction_pauline confirm transaction_faster.wav,pauline confirm transaction,pauline confirm transaction,faster,1
-295.7636782088675,39.51620817419044,45.472526715186916,38.26981823480252,26.44633669900802,29.06788699727294,28.677497116481604,27.884803311218693,0.1996946644700884,15.912721079478093,-1.291475562282547,12.388177320229415,5.877422429505035,15.505154003701143,-6.967102922049491,10.213920856590763,-3.5977067479974276,9.726448015916022,-5.224922928924933,6.995569290616282,-5.802402111422133,6.7272215690718555,2.8041993491640236,12.035172820882895,-5.408600938040119,7.107207451209023,16287.471064814816,3815.912996015332,0.037081614,0.028297499,0.20493043499228394,0.1540137884659518,8007.370123438854,2602.1817222914433,0.4293256246638647,0.3260229828039372,6765.907770255043,1168.294087361543,pauline confirm transaction_pauline confirm transaction_noise.wav,pauline confirm transaction,pauline confirm transaction,noise,1
